Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Møller A., Reventlow S., Hansen Å.M., Andersen L.L., Siersma V., Lund R., Avlund K., Andersen J.H., Mortensen O.S.",57201540504;6602378231;35556981600;26634786600;6602716274;7103149595;7006523160;7403571122;6603930101;,Does a history of physical exposures at work affect hand-grip strength in midlife? A retrospective cohort study in Denmark,2013,"Scandinavian Journal of Work, Environment and Health",39,6,,599,608,,15,10.5271/sjweh.3368,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887031263&doi=10.5271%2fsjweh.3368&partnerID=40&md5=cb40bbed7f4567527cddab35fc7422e4,Ergonomics; Muscle strength; Musculoskeletal aging; Occupational; Physical activity,activity pattern; age class; aging; cohort analysis; data set; muscle; workplace; adult; article; body position; chronic disease; cohort analysis; controlled study; cross-sectional study; Denmark; educational status; employment status; female; grip strength; human; kneeling; leisure; lifting effort; male; middle aged; normal human; occupational exposure; physical activity; physical examination; priority journal; questionnaire; retrospective study; sedentary lifestyle; standing; walking; Denmark; Cross-Sectional Studies; Denmark; Female; Hand; Hand Strength; Humans; Male; Middle Aged; Occupational Exposure,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-84887031263
"Rosenblatt P.L., McKinney J., Adams S.R.",7003979938;55766383700;54402460300;,Ergonomics in the operating room: Protecting the surgeon,2013,Journal of Minimally Invasive Gynecology,20,6,,744,,,24,10.1016/j.jmig.2013.07.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886839907&doi=10.1016%2fj.jmig.2013.07.006&partnerID=40&md5=5dc23a70fc258fd39c8876631ad705fa,Ergonomics; Laparoscopic surgery; Physical therapy; Postural reset; Posture; Robotic surgery,article; awareness; body posture; ergonomics; head position; human; laparoscopic surgery; muscle fatigue; operating room; pain; pelvic girdle; robotics; surgical technique; Ergonomics; Laparoscopic surgery; Physical therapy; Postural reset; Posture; Robotic surgery; Female; Gynecologic Surgical Procedures; Human Engineering; Humans; Laparoscopy; Operating Rooms; Posture,Article,Final,,Scopus,2-s2.0-84886839907
"Shanahan C.J., Vi P., Salas E.A., Reider V.L., Hochman L.M.L., Moore A.E.",36629210800;6506475528;55907520400;55906800300;55907640800;57210513351;,"A comparison of RULA, REBA and Strain Index to four psychophysical scales in the assessment of non-fixed work",2013,Work,45,3,,367,378,,19,10.3233/WOR-121540,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886648852&doi=10.3233%2fWOR-121540&partnerID=40&md5=9588eb1f0d66de1d4425ce73aa8c8cbb,Borg 10; ergonomic assessment methods; ironworkers; musculoskeletal injury; Perceived risk; REBA; RULA; Strain Index,adult; bioengineering; building industry; comparative study; exercise; human; male; middle aged; Musculoskeletal Diseases; Occupational Diseases; procedures; risk assessment; task performance; young adult; article; bioengineering; methodology; musculoskeletal disease; occupational disease; Adult; Construction Industry; Human Engineering; Humans; Male; Middle Aged; Musculoskeletal Diseases; Occupational Diseases; Physical Exertion; Risk Assessment; Task Performance and Analysis; Young Adult; Adult; Construction Industry; Human Engineering; Humans; Male; Middle Aged; Musculoskeletal Diseases; Occupational Diseases; Physical Exertion; Risk Assessment; Task Performance and Analysis; Young Adult,Article,Final,,Scopus,2-s2.0-84886648852
"Nisky I., Mussa-Ivaldi F.A., Karniel A.",23768361200;35575978100;6701559929;,Analytical study of perceptual and motor transparency in bilateral teleoperation,2013,IEEE Transactions on Human-Machine Systems,43,6,2284487,570,582,,30,10.1109/TSMC.2013.2284487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893090190&doi=10.1109%2fTSMC.2013.2284487&partnerID=40&md5=f3899d6facfaaedfd455653476d09641,Delay effects; Haptic interfaces; Haptics; Human factors; Human perception; Physical human-robot interaction; Telerobotics,Delay effects; Haptics; Human perception; Physical human-robot interactions; Tele-robotics; Display devices; Haptic interfaces; Human computer interaction; Human engineering; Remote control; Transparency,Article,Final,,Scopus,2-s2.0-84893090190
"Huo X., Johnson-Long A.N., Ghovanloo M., Shinohara M.",24802131300;55934389500;6701322320;7201444943;,Motor performance of tongue with a computer-integrated system under different levels of background physical exertion,2013,Ergonomics,56,11,,1733,1744,,3,10.1080/00140139.2013.830779,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888006269&doi=10.1080%2f00140139.2013.830779&partnerID=40&md5=8f0536ca9faebafc6f4e69df88155224,assistive device; dual task; finger; motor control; tongue,Assistive devices; Dual-tasks; finger; Motor control; tongue; Physical therapy; Ergonomics; adult; article; comparative study; computer interface; exercise; female; hand; human; male; movement (physiology); physiology; recreation; task performance; tongue; workload; young adult; Adult; Female; Hand; Humans; Male; Movement; Physical Exertion; Task Performance and Analysis; Tongue; User-Computer Interface; Video Games; Workload; Young Adult,Article,Final,"All Open Access, Green",Scopus,2-s2.0-84888006269
"Omino K., Kasahara E.",6602828059;55967981800;,Investigation into visual acuity required for recognizing trackside high speed signals,2013,Quarterly Report of RTRI (Railway Technical Research Institute),54,4,,243,248,,,10.2219/rtriqr.54.243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890528833&doi=10.2219%2frtriqr.54.243&partnerID=40&md5=bb4a3dde957eeae06669309397783e69,Driver; Ergonomics; High speed signal; Physical examination; Recognition; Visual acuity,Driver; High-speed signals; Physical examination; Recognition; Visual acuity; Driver training; Ergonomics; Vision; Signal processing,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84890528833
"Bridger R.S., Day A.J., Morton K.",7003297006;55176903000;55856794000;,Occupational stress and employee turnover,2013,Ergonomics,56,11,,1629,1639,,21,10.1080/00140139.2013.836251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888004287&doi=10.1080%2f00140139.2013.836251&partnerID=40&md5=915247e89cc44fbd9e7d149ea8a9b755,occupational stress; psychological strain; turnover,"Adverse effect; Employee turnover; Incidental findings; Occupational stress; Questionnaire data; Role conflicts; Stress management; turnover; Ergonomics; Physical therapy; Human resource management; adaptive behavior; adult; article; female; human; male; medicine; mental stress; middle aged; occupational health; personnel management; psychological aspect; soldier; United Kingdom; workplace; Adaptation, Psychological; Adult; Female; Great Britain; Humans; Male; Middle Aged; Military Personnel; Naval Medicine; Occupational Health; Personnel Turnover; Stress, Psychological; Workplace",Article,Final,,Scopus,2-s2.0-84888004287
"Karhula K., Härmä M., Sallinen M., Hublin C., Virkkala J., Kivimäki M., Vahtera J., Puttonen S.",55842638500;7005318528;6604003217;8916476500;6701439210;7004391239;7003922524;7801639553;,"Association of job strain with working hours, shift-dependent perceived workload, sleepiness and recovery",2013,Ergonomics,56,11,,1640,1651,,27,10.1080/00140139.2013.837514,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887996822&doi=10.1080%2f00140139.2013.837514&partnerID=40&md5=0fffbf0b65aee6be21e3eb1f532c4a4e,need for recovery from work; nursing; shift planning; shift work; work stress,"Field measurement; Job content questionnaires; Naturally occurring; Need for recoveries; Physical workloads; Shift scheduling; Shift work; Work stress; Ergonomics; Nursing; Recovery; adult; article; female; Finland; human; mental stress; middle aged; nursing staff; occupational health; psychological aspect; questionnaire; somnolence; work schedule; workload; Adult; Disorders of Excessive Somnolence; Female; Finland; Humans; Middle Aged; Nursing Staff, Hospital; Occupational Health; Questionnaires; Stress, Psychological; Work Schedule Tolerance; Workload",Article,Final,,Scopus,2-s2.0-84887996822
"Mercep L., Spiegelberg G., Knoll A.",55212729000;55912314900;7102250639;,A robust driver assessment method for the brain-computer interface,2013,"Proceedings of the IADIS International Conferences - Interfaces and Human Computer Interaction 2013, IHCI 2013 and Game and Entertainment Technologies 2013, GET 2013",,,,149,156,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886942797&partnerID=40&md5=95841a92d54b14c73d1314373cf67591,Assistive interfaces; Brain-computer interface; Driver assessment; Driver interface; Human-machine interface,Assistive; Driver assessment; Driver interface; Electro-encephalogram (EEG); Human Machine Interface; Independent components analysis; Physical disability; Reliable assessment; Acceptance tests; Automobile drivers; Digital storage; Electroencephalography; Ergonomics; Expert systems; Frequency bands; Human computer interaction; Independent component analysis; Interfaces (computer); Man machine systems; Sensors; Signal processing; Vibrations (mechanical); Brain computer interface,Conference Paper,Final,,Scopus,2-s2.0-84886942797
"Sparks S.A., Chandler P., Bailey T.G., Marchant D.C., Orme D.",55322267000;36052481000;55319135300;23009493700;55362422800;,The energy demands of portable gas analysis system carriage during walking and running,2013,Ergonomics,56,12,,1901,1907,,2,10.1080/00140139.2013.839830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890434365&doi=10.1080%2f00140139.2013.839830&partnerID=40&md5=036e64d489055f657ce2c9a66057116d,energy expenditure; load carriage; locomotion; oxygen cost; prolonged exercise,"Analysis system; Different speed; Energy demands; Energy expenditure; Load carriage; Low-intensity; prolonged exercise; Treadmill exercise; Biped locomotion; Physical therapy; Ergonomics; adult; article; biomechanics; breath analysis; energy metabolism; equipment; exercise; exercise test; heart rate; human; male; oxygen consumption; physiologic monitoring; physiology; running; walking; Adult; Breath Tests; Energy Metabolism; Exercise Test; Heart Rate; Humans; Lifting; Male; Monitoring, Physiologic; Oxygen Consumption; Physical Exertion; Running; Walking",Article,Final,,Scopus,2-s2.0-84890434365
"Sugama A., Seo A.",55011700300;36197217700;,Waveform analysis for human handling force data using wavelet transform,2013,"Proceedings - 2013 International Conference on Biometrics and Kansei Engineering, ICBAKE 2013",,,6603473,62,65,,,10.1109/ICBAKE.2013.13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885399508&doi=10.1109%2fICBAKE.2013.13&partnerID=40&md5=7ad44ef02e13c2eda6aff63276c59c92,Ergonomics; Handling force; Waveform analysis; Wavelet transform,Assembly tasks; Force component; Handling force; Non-stationary characteristics; Nonstationary signals; Physical loads; Waveform analysis methods; Wavelet multi-resolution analysis; Biometrics; Ergonomics; Phase shift; Spectrum analysis; Waveform analysis; Wavelet transforms; Data handling,Conference Paper,Final,,Scopus,2-s2.0-84885399508
"Barresi G., Mazzanti D., Caldwell D., Brogni A.",55877110100;55547714900;7202685497;6507377680;,Distractive user interface for repetitive motor tasks: A pilot study,2013,"Proceedings - 2013 7th International Conference on Complex, Intelligent, and Software Intensive Systems, CISIS 2013",,,6603955,588,593,,4,10.1109/CISIS.2013.106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885211627&doi=10.1109%2fCISIS.2013.106&partnerID=40&md5=39a305300fd4db703e56b192a57017aa,Cognitive ergonomics; Mobile devices; Natural user interfaces; User interface,Cognitive ergonomics; Innovative design; Motion tracking; Natural user interfaces; Physical exercise; Pilot studies; Repetitive task; Vibration feedback; Design; Mobile devices; Patient rehabilitation; User interfaces,Conference Paper,Final,,Scopus,2-s2.0-84885211627
"Dewangan K.N., Rakheja S., Marcotte P., Shahmir A., Patra S.K.",9846887600;35564159500;7006300937;55831764400;57197091495;,Comparisons of apparent mass responses of human subjects seated on rigid and elastic seats under vertical vibration,2013,Ergonomics,56,12,,1806,1822,,13,10.1080/00140139.2013.842656,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890434217&doi=10.1080%2f00140139.2013.842656&partnerID=40&md5=23839593753548b26778fee0c32bed4a,biodynamic response of body coupled with elastic seats; body-seat interface force; thin-film pressure sensing systems,"Biodynamic response; Correction function; Frequency ranges; Interface forces; Measurement system; Pressure sensing; RMS accelerations; Vertical vibrations; Ergonomics; Physical therapy; Pressure sensors; accelerometry; adult; article; body posture; body weight; comparative study; female; human; male; pressure; pressure transducer; protective equipment; vibration; young adult; Accelerometry; Adult; Body Weight; Female; Humans; Male; Posture; Pressure; Protective Devices; Transducers, Pressure; Vibration; Young Adult",Article,Final,,Scopus,2-s2.0-84890434217
"Kyung G., Nussbaum M.A.",23028017500;7102451255;,Age-related difference in perceptual responses and interface pressure requirements for driver seat design,2013,Ergonomics,56,12,,1795,1805,,9,10.1080/00140139.2013.840391,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890426392&doi=10.1080%2f00140139.2013.840391&partnerID=40&md5=ba5fda8092dd48f017f165cb9492b257,age; comfort; discomfort; driving experience; seat interface pressure,age; comfort; discomfort; Driving experiences; Interface pressure; Physical therapy; Ergonomics; adolescent; adult; age; aged; article; back; buttock; car; equipment design; female; human; male; middle aged; physiology; pressure; thigh; touch; young adult; Adolescent; Adult; Age Factors; Aged; Automobiles; Back; Buttocks; Equipment Design; Female; Humans; Male; Middle Aged; Pressure; Thigh; Touch Perception; Young Adult,Article,Final,,Scopus,2-s2.0-84890426392
"Radas A., Mackey M., Leaver A., Bouvier A.-L., Chau J.Y., Shirley D., Bauman A.",55877601400;55431372800;16030916400;55935016700;14032757100;7005738561;25421265100;,Evaluation of ergonomic and education interventions to reduce occupational sitting in office-based university workers: Study protocol for a randomized controlled trial,2013,Trials,14,1,330,,,,17,10.1186/1745-6215-14-330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885340319&doi=10.1186%2f1745-6215-14-330&partnerID=40&md5=56432f8d401e02bd2020cdade6bbdaa8,Behavior change; Ergonomic; Intervention; Musculoskeletal symptoms; Sedentary behavior; Work posture,"accelerometry; article; ergonomics; health education; human; human experiment; intervention study; normal human; occupational hazard; office worker; outcome assessment; physical activity; practice guideline; randomized controlled trial (topic); self monitoring; sitting; university; Actigraphy; Educational Status; Health Behavior; Health Knowledge, Attitudes, Practice; Human Engineering; Humans; Interior Design and Furnishings; Job Description; Motor Activity; New South Wales; Occupational Health; Patient Education as Topic; Posture; Research Design; Sedentary Lifestyle; Time Factors; Universities; Workplace",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84885340319
"Jorge V., Nedel L., Maciel A., Oliveira J., Faria F.",36175720000;8702986800;24329619800;35584450400;55869528600;,AES-risk: An environment for simulation of risk perception,2013,Proceedings - IEEE Virtual Reality,,,6549416,169,,,1,10.1109/VR.2013.6549416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884900051&doi=10.1109%2fVR.2013.6549416&partnerID=40&md5=cf6b7f598f9911598014dd7c199e11b6,"H.1.2. [User/Machine Systems]: Human factors; H.S.l [Information Interfaces and Representation]: Artificial, augmented and virtual realities-","Artificial , augmented; Cognitive loads; Immersive virtual reality; Physical work; Primary task; Secondary tasks; User/machine systems; Working environment; Risk perception; User interfaces; Virtual reality",Conference Paper,Final,,Scopus,2-s2.0-84884900051
"Murakami K., Kiyama R., Narumi T., Tanikawa T., Hirose M.",57199981824;55547277400;18936320200;7006954438;7403221405;,Poster: A wearable augmented reality system with haptic feedback and its performance in virtual assembly tasks,2013,"IEEE Symposium on 3D User Interface 2013, 3DUI 2013 - Proceedings",,,6550228,161,162,,12,10.1109/3DUI.2013.6550228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884862686&doi=10.1109%2f3DUI.2013.6550228&partnerID=40&md5=286e4d824411b6fa9c6962d7891d18fe,3D Interaction; Augmented Reality; Haptic; Wearable,3D interactions; Augmented reality systems; Haptic; Haptic feedback devices; Haptic feedbacks; Physical constraints; Virtual assembly; Wearable; Augmented reality; Ergonomics; Three dimensional; Haptic interfaces,Conference Paper,Final,,Scopus,2-s2.0-84884862686
"Furuhashi H., Miyazaki T., Miyahara S., Masada K.",7004819030;55453219700;37112746700;55983368400;,A study concerning the influence of the hazardous elements of buildings that affect the working behaviors of building maintenance workers,2013,AIJ Journal of Technology and Design,19,43,,1143,1147,,,10.3130/aijt.19.1143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891540888&doi=10.3130%2faijt.19.1143&partnerID=40&md5=8c88a753562375f4dcd965ce9d0242df,Background factors; Hazardous elements; Human factors; Insecure conditions; Physical factors,Background factors; Building maintenance; Hazardous elements; Industrial accident; Insecure conditions; Physical factors; Protective measures; Safety management; Human engineering; Human resource management; Industrial hygiene; Maintenance; Occupational diseases; Buildings,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84891540888
